Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status,Male,employed_Yes,married_Yes
1,1,4050,5302.0,138,1.0,2,0,True,False,True
0,1,3814,1483.0,124,1.0,1,1,True,False,True
2,0,3510,4416.0,243,1.0,2,1,True,False,True
0,0,20833,6667.0,480,1.0,0,1,True,False,True
0,0,3583,0.0,96,1.0,0,0,True,False,False
0,0,2479,3013.0,188,1.0,0,1,True,True,True
1,0,13262,0.0,40,1.0,0,1,False,False,False
0,1,3598,1287.0,100,1.0,2,0,True,False,False
1,0,6065,2004.0,250,1.0,1,1,True,False,True
2,0,3283,2035.0,148,1.0,0,1,True,False,True
0,0,2130,6666.0,70,1.0,1,0,True,False,True
0,0,5815,3666.0,311,1.0,2,0,True,False,False
3,0,3466,3428.0,150,1.0,2,1,True,False,True
2,0,2031,1632.0,113,1.0,1,1,False,False,True
0,1,3074,1800.0,123,0.0,1,0,True,False,True
0,0,4683,1915.0,185,1.0,1,0,True,False,False
0,1,3400,0.0,95,1.0,2,0,False,False,False
2,1,2192,1742.0,45,1.0,1,1,True,False,True
0,0,2500,0.0,55,1.0,1,1,True,False,False
3,0,5677,1424.0,100,1.0,2,1,True,True,True
2,0,7948,7166.0,480,1.0,2,1,True,True,True
0,0,4680,2087.0,128,1.0,1,0,True,False,False
2,0,17500,0.0,400,1.0,2,1,True,True,True
0,0,3775,0.0,110,1.0,1,1,True,False,True
1,1,5285,1430.0,161,0.0,1,1,True,False,True
1,1,2679,1302.0,94,1.0,1,1,True,False,False
0,1,6783,0.0,130,1.0,1,1,True,False,False
0,0,1025,5500.0,216,1.0,2,1,True,False,True
3,0,4281,0.0,100,1.0,0,1,True,False,True
2,0,3588,0.0,110,0.0,2,0,True,False,False
1,0,11250,0.0,196,1.0,1,0,True,False,False
0,1,18165,0.0,125,1.0,0,1,False,True,False
0,1,2550,2042.0,126,1.0,2,1,True,False,False
0,0,6133,3906.0,324,1.0,0,1,True,False,True
2,0,3617,0.0,107,1.0,1,1,True,False,False
0,1,2917,536.0,66,1.0,2,0,True,False,True
3,0,6417,0.0,157,1.0,2,1,True,False,True
1,0,4608,2845.0,140,1.0,1,1,False,False,True
0,0,2138,0.0,99,0.0,1,0,False,False,False
1,0,3652,0.0,95,1.0,1,1,False,False,False
1,1,2239,2524.0,128,1.0,0,1,True,False,True
0,1,3017,663.0,102,1.0,1,1,False,False,True
0,0,2768,1950.0,155,1.0,2,1,True,False,True
0,1,3358,0.0,80,1.0,1,0,True,False,False
0,0,2526,1783.0,145,1.0,2,1,True,False,False
0,0,5000,0.0,103,0.0,1,0,False,False,False
0,0,2785,2016.0,110,1.0,2,1,True,False,True
2,0,6633,0.0,128,0.0,2,0,True,True,True
1,1,2492,2375.0,128,1.0,2,1,True,False,True
1,0,3333,3250.0,158,1.0,0,1,True,False,True
0,1,2454,2333.0,181,0.0,0,0,True,False,True
0,0,3593,4266.0,132,0.0,2,0,True,False,True
1,0,5468,1032.0,26,1.0,1,1,True,False,True
0,0,2667,1625.0,84,1.0,0,1,False,False,False
3,0,10139,0.0,260,1.0,1,1,True,True,True
0,0,3887,2669.0,162,1.0,1,1,True,False,True
0,0,4180,2306.0,182,1.0,1,1,False,False,True
2,1,3675,242.0,108,1.0,1,1,True,False,True
1,0,19484,0.0,600,1.0,1,1,False,True,True
0,0,5923,2054.0,211,1.0,2,1,True,False,True
0,1,5800,0.0,132,1.0,1,1,True,True,False
2,0,8799,0.0,258,0.0,0,0,True,False,True
0,1,4467,0.0,120,1.0,2,1,True,False,True
0,0,3333,0.0,70,1.0,0,1,True,False,False
3,0,3400,2500.0,123,0.0,2,0,True,False,True
0,0,2378,0.0,9,1.0,0,0,False,False,False
0,0,3166,2064.0,104,0.0,0,0,True,False,True
1,0,3417,1750.0,186,1.0,0,1,True,False,True
0,0,5116,1451.0,165,0.0,0,0,True,False,True
2,0,16666,0.0,275,1.0,0,1,True,False,True
2,1,6125,1625.0,187,1.0,1,0,True,False,True
3,0,6406,0.0,150,1.0,1,0,True,False,True
2,0,3159,461.0,108,1.0,0,1,True,False,True
0,0,3087,2210.0,136,0.0,1,0,True,False,True
0,0,3229,2739.0,110,1.0,0,1,True,False,False
1,0,1782,2232.0,107,1.0,2,1,True,False,True
0,0,3182,2917.0,161,1.0,0,1,True,False,False
2,0,6540,0.0,205,1.0,1,1,True,False,True
0,0,1836,33837.0,90,1.0,0,0,True,False,False
0,0,3166,0.0,36,1.0,1,1,False,False,True
1,0,1880,0.0,61,1.0,2,0,True,False,True
1,0,2787,1917.0,146,0.0,2,0,True,False,True
1,0,4283,3000.0,172,1.0,2,0,True,False,True
0,0,2297,1522.0,104,1.0,0,1,True,False,True
0,1,2165,0.0,70,1.0,1,1,False,False,False
0,0,4750,0.0,94,1.0,1,1,True,False,False
2,0,2726,0.0,106,0.0,1,0,True,True,True
0,0,3000,3416.0,56,1.0,1,1,True,False,True
2,0,6000,0.0,205,1.0,1,0,True,True,True
3,0,9357,0.0,292,1.0,1,1,True,True,False
0,0,3859,3300.0,142,1.0,2,1,True,False,True
0,0,16120,0.0,260,1.0,0,1,True,True,True
0,1,3833,0.0,110,1.0,2,1,True,False,False
2,1,6383,1000.0,187,1.0,2,0,True,True,True
0,0,2987,0.0,88,0.0,1,0,True,False,False
0,0,9963,0.0,180,1.0,2,1,True,True,True
2,0,5780,0.0,192,1.0,0,1,True,False,True
3,0,416,41667.0,350,1.0,0,0,False,False,False
0,1,2894,2792.0,155,1.0,2,1,True,False,True
3,0,5703,0.0,128,1.0,0,1,True,False,True
0,0,3676,4301.0,172,1.0,2,1,True,False,False
1,0,12000,0.0,496,1.0,1,1,False,False,True
0,1,2400,3800.0,128,1.0,0,0,True,False,True
1,0,3400,2500.0,173,1.0,1,1,True,False,True
2,1,3987,1411.0,157,1.0,2,1,True,False,True
0,0,3232,1950.0,108,1.0,2,1,True,False,True
0,0,2900,0.0,71,1.0,2,1,False,False,False
3,0,4106,0.0,40,1.0,2,1,True,False,True
1,0,8072,240.0,253,1.0,0,1,True,False,True
2,0,7583,0.0,187,1.0,0,1,True,False,True
0,0,4583,0.0,133,0.0,1,0,False,True,False
